story,maslow
The day was bright and sunny. Amy decided to run to the park to meet her friend jake Amy saw jake trip over a branch and break his leg.,1
Bill was out of shape and very unhealthy Bill started exercising daily and lost weight. The doctor told him he healthy and no longer overweight.,2
The lady riding the road She never saw a boy playing a keyboard in the street. They had an accident and both were admitted to the hospital.,0
"Hercules is owned by a nice old woman and lives in a very nice home. One day, the old woman got into a car accident. The old woman died and hercules had to go to a shelter.",0
Mary was running to school. She missed the beginning of the lesson. She went outside and started to cry.,2
There was once a boy that was very sick at a young age. He was taken to a world famous doctor to find out why he was sick. The doctor found out what was ailing the boy and cured him and now the boy is happy and healthy.,0
"Kirby was homeless, broke, and hungry. He took the risk and stole some groceries from a local grocery store. When he was leaving the store, a police officer stopped and arrested him.",0
"Kevin was heartbroken when he learned he had died of overwatering his favorite plant. So he studied plants intensively. Despite his best efforts, he did not water and the plant died.",2
Carl lived in a house haunted by ghosts that disturbed him while he was reading. One day Carl found a book about exorcism. Now the ghosts are gone and Carl can read books in peace.,2
John and his son smith was going to a park to celebrate smith's birthday However earlier that day john was doing some fitting in his car John failed to check his break which lead to a failure so they met with an accident,0
"Miguel worked with her father, who grew produce. He found a new place to sell the things they grew. Now they have more money than before.",2
The couple were in love and they decided to get marry The girl is pregnant She delivered a cute lovely baby,1
"Francisco was tired of just painting all the places he wanted to visit. One day francisco got a large inheritance from his uncle. Now, francisco can travel the world and visit all the places he painted.",2
John is a very hardworking person and worked day and night sincerly. As a result of his hardwork he earned lot of money. He invested all the money in a business and become the boss.,1
Daria rushed home after school to play a new video game. She still had to do her homework before she could play video games. She did her homework in record time and was finally able to play.,2
Ben and roy got in a fight at school and were mad at each other. They both went home and played video games to cool off. The next day at school they were in better moods and made up from their fight and became friends again.,1
Stella's went for gambling as her friends told her to go. She was loosing money in gambling because she knows very less about it. After she lost all her money in gambling she yell at her friends with anger.,1
Ronaldo is a stage singer and he loves nancie from past two years. He went nancie home and proposed her but she said no and then ronaldo went sadly. Next day nancie called ronaldo and accepted his proposal. ronaldo was so happy.,1
"Bob was always fat, stressed, ate junk food, and often ate two or more donuts. Bob often works long hours in a stressful job and travels frequently, but has little time for free time. After all, Bob went on a long vacation to a Caribbean island that he had always wanted to visit.",2
"Tom and mary met in kindergarten. 20 years later, mary got pregnant with tom's baby Tom later got sick and died before his baby was born",1
Mary planned to visit a new country for her yearly vacation. Suddenly there was lightning and storm that disrupted flights. She was sad that she had to spend her vacation inside the house.,0
Tommy had been sick with a rare blood disorder. The doctor suggested an experimental new drug. The drug was a success and within weeks tommy was healthy enough to play soccer.,0
"Debra was a glutton and eats too much Debra's friends warned about her body structure. so, she runs daily to reduce her body weight. Debra became a great dancer and a singer.",2
Sue and her son johnny are driving to go see their family in town. Sue gets distracted and crashes into the car in front of them. Johnny gets badly injured in the crash and has to spent weeks in the hospital.,0
"Sidney is a very stressed young man with an important presentation to his new high-paying job. He does his best in his presentation, but he makes a lot of mistakes and his boss fires him. After a failure, Sydney turns to food to comfort herself, eventually becoming fat, miserable and alone.",2
"His hobby is football. However, he knew that football could not be his profession, so he looked for other talents. And I found that he sings very well. He participated in the audition and was evaluated by the judges for his gift-like voice.",2
John lost his money at his business. One day he plays solitaire game and win huge price money. And john turn into happy life.,0
Stella went for gambling because she needs money badly. Luckily that was her night and she won lot of money She cannot control her happiness and laughed to hell about the money she won.,0
Levi baker was a singer. he was very popular in the music world. One day after completed the concert he was fighting with his colleague due to some personal reasons. He was eliminated from the next show due to fight so he was very felt sad and crying.,1
"A women got very pregnant. Soon enough, she had a baby boy to look after. They would go to the beach and enjoy their day.",1
John was very sad because he suffered heavy losses in his business. But he started new business of film making. Now he is very successful and even brought a private jet for himself.,1
"After Danny noticed that she had gained a lot of weight, she decided to diet and exercise more. Danny exercised regularly for several weeks and ate a healthy diet. Unfortunately, after a month, Danny returned to the bad habit of eating junk food and not exercising.",2
Andrew was popular and everyone wanted to be close to him. Andrew began to believe that everyone wanted to be with him. Andrew's constant lies eventually led to his downfall.,2
Sara was a 90 year old lady. Sara didn't have enough to eat. She finally died of hunger.,0
He always studies well in his college He got a good job and works well The boss of the company praises his work,2
Steven is very poor man but very hard working. He is preparing for interviews and doing part time job for survival. After so much struggle in his life he was happily placed in an corporate company.,2
Karthi was in a car accident. It put him in bed with horrific injuries. But he woke up with his determination and surprised everyone.,2
The man came home and told his father that he's going out on a date with a girl he just met. The date went very well and the girl found the man very amusing and laugh constantly at his jokes. The women later became the man's wife and became pregnant with their first child.,1
"The politician was cheered by the crowd. When the gunfire rang, people ran. Politicians are given life only to harvest his organs.",2
"Sam studied well, worked hard, and lived a good life. He started playing video games and fell in love with it. He was so addicted that he lost everything and became homeless.",2
"Jackson's mom called him to come right home. When he got home, his mom told jackson that someone came and stole all the money she had saved. Without money, jackson and his mother were forced to live on the streets.",0
"John and peter were siblings, without knowing their parents they took the car and went for a ride. Unfortunately they met an accident with another car. Younger brother peter got injured and hospitalized after the accident.",0
Debra was a glutton and ate so much that Debra's friends warned her about her physique. So she runs every day to lose her weight. Debra became a great dancer and singer.,2
Tom promised to play football with his friend jackson after school Tom's dad farming in his land on a sunny day Tom's dad worried and cried a lot for his plant so he told tom not to go out and help him.,1
"He played on a team as a child and enjoyed it. Once he was old enough, he joined a bigger team called the army. As a full grown adult he was elected president of the united states.",1
"Greg loved the beach and decided to go on a nice trip to see the ocean. Greg packed up his car and started his drive to the beach. Another driver ran a red light and crashed into the side of greg's car, ruining his trip.",2
"William works hard in an attempt to be a published author. Three years later, his book dealing with history has been completed and is published. The book is on the new york times best seller list and william speaks in front of large audiences about the book.",1
The man enjoying his holiday in a desert His wife eagerly waiting for his coming After meeting they are very happy and enjoying their dinner,1
Johnny became very ill when he was younger. He learned if he exercised daily he would start feeling better. As an adult through exercising daily he became a star soccer player.,2
"Jason had always dreamed of being a soldier As an ied specialist, he disarmed bombs. He was welcomed home to his small town, as a hero for saving lives.",1
"Emy and nick were close friends nick had a problem with emy so he stopped talking with emy Emy got a plan she bought a gift and tried to cool his friend nick Emy went to see nick and she tried to cool his friend nick,emy tried to impress nick nick got impressed and she gave the gift to nick",1
Jimmy wrote a beautiful song for a girl he liked. He sang it to her at a party. She laughed at the song and him.,1
"When alice was a young girl she suffered from anxiety and didn't have confidence in herself. As she grew up people who knew alice, like her sister mary, laughed at her all time. Alice grew up never believing in herself and became homeless as an adult because she had no career or friends.",2
Jill was unhealthy because she a lot of junk food. Jill decide to learn how to cook healthy meals. All of jill's friends enjoy her healthy and delicious meals.,0
Josephine went with her friends to a tarot card reader where josephine was told she had bad luck coming her way the next day. Josephine went to bed nervous that night thinking about the possibility of bad luck. Josephine's friend brings her a special gift at the end of the day and tells her the tarot card reader was only a set-up prank for fun.,1
John lost his money in his business. One day he plays solitaire and wins huge prize money. And John turns into a happy life.,0
"Jackson's mother called him to come home right away. When he got home, his mother told Jackson that someone had come and stole all the money she had saved. Without money, Jackson and his mother had to live on the streets.",0
The driver of the blue car was not paying attention when he suddenly hit the red car. The driver of the red car immediately called the police to the scene. The drivers were relieved when the policeman arrived promptly and helped them to resolve the issue.,0
"Charlie drove drunk and was charged with a dui. He spent his time in prison studying despite taunting from his inmates. Once released, charlie used his new knowledge to start a business and now makes a good living.",1
Jones was a singer but he was not interested in singing and he was interested to become a reporter. One day he went to an office and attended an interview for reporter. He became a tv reporter and was very happy.,2
"Kevin was heartbroken when he found out he had overwatered his favorite plant and it died. So he studied plants intensively. Despite his best efforts, this time he did not water and the plants withered.",2
Billy is hospitalized after passing out at home. The doctor comes in and prescribes billy some medicine. Billy fully recovers and gets back to his favorite sport.,0
"Megan and peter were in a new relationship. Soon, megan made a habit of poking fun at peter. Peter was fed up and broke up with her.",1
"Nina and her husband was trying to have a baby for 3 year but she can't get pregnant Her husband suggest to go and see a doctor, so they went and she went through some treatment which result in her got pregnant After 9 month they were blessed with a baby girl",1
"An ordinary boy, Jack, decides to be a helpful and valuable person to society and promises to do so in front of the mirror. He studies hard day and night for several years to make his dream come true. Eventually, he began to achieve his goal of becoming a cardiologist and helping society.",2
"A woman looks at the shadow and runs away in fear. The woman is being held by an animal and she is scared. She is affected in fever. so, she takes a bed rest.",2
"Jeffrey was a quiet, studious person who didn't share his feelings. Jeffrey went through a long introspective journey about what life is all about. Jeffrey stood up in front of all of his friends and told them how much they mean to him.",1
"The land was dry, and barren. The people worked together to set up irrigation and to plant crops and trees. Generations later, the land was restored to its natural balance.",2
Messi is famous food ball player. he loves jessie from past 1 year. One day he proposed jessie but she did not reply messi and went. After few days later jessie accept messi proposal and he was so happy.,1
"A little girl was lost on her way to school and didn't know where to go. The little girl found her way into a grocery store, where she explained that she was lost. The people at the store helped her find her way to school, where everyone was so happy to see her that they hugged her and gave her gifts.",1
Sam faces a loss in business and goes bankrupt. He tried his luck in the game of poker to overcome financial losses. He made a lot of money and is no longer bankrupt.,2
"He is rest of the hospital ,sad of the mind Two men punch of the stage. He is sad of the mind in the room",0
Tommy is sick in the hospital and is unsure what is wrong with him. The doctor tells tommy he has and infection and will be better in about a week. In one weeks time tommy is back home playing video games with his online friends.,0
Bob was a good comedian He got drafted into the army He was killed in battle on a stormy night,0
"A woman named Sarah has recently found herself depressed and overeating because of a bad mood. She decided to take better care of herself, made her workout plan and became more active. As she became more active, her mood improved and her confidence began to recover.",2
Andrew was a hero and everyone wanted to be close to him. Andrew began to believe that all women wanted to be with him. Andrew's constant sexual harassment eventually led to his downfall and arrest.,2
"Sam was hardworking, worked hard, and had a good life. He started playing video games and was addicted to them. His addiction got so bad that he lost everything and became homeless.",2
One day the soldiers came to take over the country. There was complete chaos as people fled for their lives. The police managed to protect the people and save the towns.,0
"Johnny was very ill as a child. He learned that exercising every day would make him feel better. As an adult through daily exercise, he became a star soccer player.",2
i wanted to build a cabin for our family to enjoy. The reality was so far away because i did not have the money to accomplish my wish. Over the next three years the whole family helped and our dream became a reality.,2
George was hot and sweaty when he went for a walk. He went to Dr. Walker to make sure it wasn't serious. Dr. Walker found that George had Covid-19 and took him to the hospital.,0
"Amanda always wanted to be a stand-up comedian so she got on stage for an open mic night at a comedy club. She was worried that no one would like her act, but everyone in the audience laughed and laughed. Now she is living out her dream with a high-paying contract to do three stand-up shows a week in las vegas.",2
Daria rushed home to play her new video game after school. She still had to finish her homework before she could play the video game. She finished the homework in record time and was finally able to play her game.,2
"He is admit to the hospital very high fever. The sun is so hot, so he is very tired He didn't attend his meeting so he is sad.",0
"Raj is a innocent guy, he has deep love on teena from past two years One fine day finally raj proposed teena and went suddenly. After few days later teena accept his proposal and raj is so happy.",1
After long waiting mary is pregnant and in her third trimester. She was admitted for delivery in hospital. After so much struggle she was a happy mother with a boy baby.,0
Go to part to play soccer with friends Cops show up becuase there was someone fighting John is crying because his friend went to jail for fighting,1
"Gary was lonely, spending every saturday night by himself. To get himself out his rut, he decided to try stand-up at a local comedy club. They crowd loved him, and afterwards a woman introduced herself and invited him to a large party she was throwing next saturday.",1
Mary was bored at home. She decided to take a walk. Mary saw a friend and gave him a hug.,1
Jaden always had trouble concentrating. he could not comprehend what was being taught in class. He tried to study but it was all in vain. his grades never got better. Nobody got jaden the help that he needed so he ended up dropping out of school and playing video games all day.,1
Sam had always been overweight. He decided to change his diet and exercise regularly. After a year he lost a lot of weight and felt better than ever.,0
"Mike is very much addicted to playing cards and started gambling playing cards He started to play cards with a lady online One day while playing, the lady cheated him in gambling and he lost a lot of money to her and he got very much upset.",2
Tom is an every day average person leaving his office job to go to a routine doctor's appointment. The doctor examines tom and gives him some extra tests. Tom finds out he has a serious incurable disease.,0
Sue and her son Johnny drive a car to visit their family in town. Sue is distracted and crashes into the car in front of them. Johnny is seriously injured in the crash and has to spend weeks in the hospital.,0
Connor was playing soccer in the park. It started to storm and he was struck by lightning. Now he's in the hospital with bad injuries.,0
"Sally had a hard time sleeping the night before her her first plane trip. She was nervous on the flight to colorado. When she hiked to the top of the mountain, she knew the trip was worth risking the flight.",0
"Steven is a very poor man, but he works very hard. He is preparing for an interview and is working part-time to survive. After going through so many hardships in his life, he was happily placed in the company.",2
John is very sociable and goes to parties every night. John eats and drinks very unhealthy food and was unaware of his health. One day John's health deteriorated and he was hospitalized.,0
George was feeling hot and sweaty when he was out for a walk. He went to see dr. walker to make sure it was not serious. Dr. walker determined that george had covid-19 and admitted him to the hospital.,0
"She was afraid, trapped in a raging thunderstorm. Then the rain was gone, and she was all alone - water was nowhere to be found. She opened her eyes and felt an immediate sense of calm, realizing she was home safe in her own bed.",0
"Ralph practiced day and night for his big solo at the recital and thought he would be the best performer. Little did ralph know that brock was a fantastic singer, and blew the crowd away with his perfect performance. Ralph's ego was devastated to the point that he vowed to never perform around brock again.",1
"John is a mischievous play boy who never wants to go to school. John wasted his time in playing games and playing pranks. His mistake was realized during the examination time, he was very upset that he could not able to study properly.",2
"Jerry was playing his video game when the controller broke. Jerry was bored and didn't know what else to do. Soon, it was his birthday, and jerry's mom bought him a new controller.",1
"The new house was empty of people but the furnishings were very nice and had obviously been well taken care of. We had out first family dinner in our now home on saturday evening. everything there seemed like it was meant to be there for us. Everyone was relaxed and were settled in quite quickly. my favorite part of the house was the grand piano in the living room, and my playing echoed off the walls and filled our new home with beautiful music.",1
The politician was hailed by the crowd. People ran as shots rang out The politician is on life support only so that his organs may be harvested.,2
John like to play football John while playing got injured and admitted to hospital John recovers from all his injury's,0
Bobby had cancer and spent a lot of time in the hospital. A doctor prescribe a new experimental treatment to help bobby deal with his cancer. The treatment caused bobby's cancer to go into remission allowing bobby to return to his normal life.,0
Tyrell was scared and sad because it was his first day at a new school. Tyler decided to sit with a group of kids he didn't know at lunchtime. Tyler ended up making everyone at the table laugh and he made new friends.,1
Aaran loves eating very much Aaran spends his whole money in food and gets obesity Wasting too much of money aaran finally becomes a beggar,0
"Johnny hurried home from school every day. He was a great video game player and he had to practice for big tournaments. Johnny was delighted to take first place in the $5,000 National Video Game Championship.",2
"Susan was poor, mute, and had few friends, but she was a marvel at playing piano. She decided to start a youtube channel to show off her piano playing skills. She quickly became popular, landed many gigs, and started making more money than she had ever thought possible.",2
Steve spent 4 traumatic years in the army. he had ptsd. Steve's friend dragged him along with him to listen to a speaker speak on following your dreams. Steve remembered his childhood dream of playing the piano. he took lessons and realized he had a natural talent. now he has found peace by teaching piano to disadvantaged kids.,2
Steve worked hard as an accountant. One day his company had to file for bankruptcy and let him go. He couldn't find another job and became homeless.,0
"Sandy was tired of living with her abusive parents and decided to run away from home. She took the road to the right and walked for a very long time. She couldn't go on, so she set down in a box and began begging for money.",0
"Tom meet the women of his dreams at school. The couple date several years and eventually got married. After several years of marriage, they had a child together.",1
"The politician was cheered by the crowd. When the shots rang out, people ran away. Politicians are only given life to remove their organs.",2
"Two boys, john and james, have a fight. James fell on his head during the fight and was hospitalized. James tragically passed as the fall caused severe brain damage.",0
"Alan worked at a job where he was not happy and he suffered terribly from stress and crying spells. Eventually, alan told his boss that he needed to quit his job and find a career that made him truly happy. Alan began working with animals and found happiness in becoming an expert in the study of birds.",2
"John was ignoring amy for making him worry Next day amy went to a gift shop to buy a gift for john, she bought a thing that john like. Amy went to meet john with a surprise gift. john got surprised and he forget all the fights and finally fight came to an end.",1
Mary has no boy friend Mary met mathew at school Mary and mathew has fallen in love,1
Sam and his son Michael flew to Colorado for a vacation. They drove to the state park to enjoy the scenery. They climbed the ridge and jumped over the beautiful landscape.,2
James was homeless and had no money. Luckily he got a job as a construction worker. While digging on the site he found a large bundle of cash and became rich!,0
John explored the medieval map to find the treasure hidden by the ancient kings. He started his travel in search of the ancient treasure. After few years of search and travel he found the treasure.,2
Trisha came to amelia's home with a surprise gift. Amelia felt super excited but don't know the reason then she saw calender. Amelia laughed a lot because she realised trisha came to wish for her birthday.,1
"David got ill even after getting a vaccination. He often grumbled because he was not in good shape and even fought with his friends. After a long weekend, he finally recovered his condition and met his lover and had a happy day.",1
"Mike became very addicted to playing cards and started gambling. He started playing cards with a woman online. One day, while playing her game, the woman tricked him with her gambling and lost a lot of money to her, and he was very upset.",2
He is being treated. He is finally cured and he is doing sports. His dream of going anywhere has come true.,2
The man Tom had lost everything and was living on the street. Tom decided to leave his fortune behind and take music classes. He became a world-famous pianist.,2
John going to office at night. Suddenly a climate changed and john attacked by storm. Finally john is hospitalized.,0
Tommy was eating a lot and had gained quite a bit of weight. Tommy started eating healthy and ran in the park every day. Tommy went to see his doctor and his doctor said tommy was in fantastic shape.,0
Dave worked hard as a businessman. Then the market crashed suddenly. Dave lost everything he had.,0
Bob is a hard worker and a honest man. Bob saved his hard earned money to retire early. Bob enjoyed a peaceful post retirement age.,2
"When tom was a baby, his sister went missing. The police went to work looking for her. A few days later, she was found and reunited with tom.",0
"Colleen was in her third trimester and excited to meet her new baby. When she went to her scheduled exam, her obstetrician told her the baby was not viable. Her child was stillborn and was buried in the cemetery.",1
"Raheem's teacher is taking classes for him. he is not concentrating on his studies. He always think about playing football while sitting in class room. he never listen to the class teacher and keep on dreaming about the football. On the day of exam, he is looking very nervous. he don't know the answer for any questions. his dream about football didn't help him in the exam. he gets fail in the exam.",2
Tom is nervous during the interview and experience of extreme pressure. John is mesmerized to see a large crowd to welcome him. Jerry is so much happy today because his father take him on a long drive,1
He had a headache because work was stressful. He just wanted to get home but things got worse when it started raining. When he got home he was greeted by the love of his life and all his sorrows seemed to disappear.,1
"James was very unhappy with his boring job. James decided he needed a ""life change"" and joined the military. James died in action when he stepped on a land mine.",2
"The girl, shanve was worried going to a new school. She met a boy named nandha and spoke to him. They became the best friends and lived happy.",1
"Tom was a kind and gentle baby. Then tom grew up and joined the army and was taught to kill. In the end, tom died himself after a big battle.",0
Maria thought she wanted to adorn herself. She went into her bedroom and put on makeup. The girls in the village teased Mary's makeup.,2
She was worried that the store would not have all of the items for the party. She bought what she was able to find at the store. The party was a success with a variety of items that she bought.,1
"Mary's father refused to walk her home from school, saying she was old enough to make her own way home. Mary was frightened, convinced that someone was following her. Mary was attacked in an alley and her body was found the next day.",0
Peter is a young boy always used to stay on the bed lying and watching tv when he is at home. He goes only to dine out and eats too much food without any physical activity. One fine day he became obese and everyone started to laugh at him which made him feel a shame.,0
Paul broke up with emily and called her ugly. She worked on herself and got a makeover. She is now confident and dating the most popular boy in school.,1
"Sarah had a dream of becoming a professional ballet dancer and dreamt of winning her next competition last month She had been practicing for two 2 weeks straight preparing for the competition After practicing for her ballet competition for 2 weeks straight, sarah broke her legs and was unable to participate",1
"Joe plays lonely because he has no friends. In a night dream, an angel becomes Joe's friend. Now Joe happily dances with his friend, an angel, in a dream.",2
"Jessica was sleeping soundly in her bedroom, dreaming. She was being chased by an unknown shadow in her dream. She got up and started to laugh, realizing that it was her own dream.",2
"Jane was very worried because she had so many rashes and pimples on her face. She went to a doctor and got treatment for the rashes. After applying the medication and herbs, she was healed and she looked beautiful and felt happy",2
He always studies well in college He gets a good job and works well Company boss praised him for his work,2
"Sam studied well, worked hard, and had a good life. He started playing video games and fell in love with them. He was so addicted that he lost everything and became homeless.",2
"Melissa goes to the rest room in the airport to get her refresh. Melissa spends there dressing herself and refreshes for more than 30 minutes. As she comes out , there was an announcement saying that the flight has got take off which made her shock.",2
"Alice suffered from anxiety as a child and lacked confidence in herself. As she grew up, people who knew her Alice, like her sister Mary, always laughed at her. She said she grew up not believing in herself and she didn't have her job or friends, so she became an adult and she became homeless.",2
David was in the hospital because he had gotten very sick. The doctor came in to see david and tell him he was being sent home because he was all better. David's friends were very happy to see him all better when he went to the park to play that afternoon.,0
A child was feeling very ill one morning. The childs grandmother found out about this and went out shopping. The grandmother came back and made a dinner that made the child feel healthy again.,0
"Peter is a little boy who always lies on the bed and watches TV when he is at home. He just goes to eat and eats too much without doing any physical activity. One fine day he became obese and everyone started laughing at him, which embarrassed him.",0
Ling ling finally perfected the music piece. Ling ling's music was a huge hit and toured overseas. She earned a lot of money to eat and play for the rest of her life.,2
Lisa felt lonely at the home Lisa falls in love with mathew Lisa and mathew later got separated due to misunderstanding,1
Melvin came into work late one morning and his boss caught him. Deandra laughed at melvin because he got in trouble. Melvin and deandra got into a fight about it and aren't friends anymore.,1
Bobby lazed around his house all day every day and never went outdoors or applied himself productively. One day bobby looked at himself in the mirror and realized he was gaining weight and didn't like the person he was becoming. Bobby joined the soccer team to get in shape and have something to do outside of the house.,1
"Beau tried to reach his brother by phone. Finally, after several days went by, he received word from the police. His brother did not survive the hurricane.",0
"Mr. miller looked forward to life after retirement, pursuing hobbies like birdwatching. Even when his wife passed away, mr. miller focused on the many good years they had together. But eventually mr. miller's life fell apart without his wife's steady companionship, and he ended up sad and homeless.",1
Zacharie loved to play soccer and was a real champ. He took the subway into town to try out for the local soccer team. Instead he met a homeless person and gave him enough money to go get a hotel room and some food.,2
"Amanda always wanted to be a stand-up comedian, so she took the stage for Mike's Night at the Comedy Club. She was worried that no one would like her performance, but her audience all laughed and laughed. Now, she's making her dreams come true with a high-paying deal that does stand-up shows three times a week in Las Vegas.",2
"Jerry has always been overweight, and always felt embarrassed by his weight. Jerry finally decided to get serious about his health and started regularly exercises and controlling his eating habits. Jerry dreamed of being in the army and was finally able to qualify after getting his health in order.",0
Amelia came to amy house with an amazing gift. Amy feel surprised and she saw calendar date. Amy realised today is her birthday date and she started laughing,1
Billy is not feeling well and is in the hospital. Dr. monroe is a very skilled physician and was able to cure billy. Billy's family and friends welcomed him home from the hospital with a party!,0
"Larry was having financial difficulty, he lived in a home that was in rough shape and needed many repairs Larry worked ahrd for years while taking online courses to get his mba. After ten years of hard work and multiple promotions, larry was able to close on a fnacy new house and upgrade his living situation.",2
Joseph had loved to eat all his life and when he became an adult his weight was out of control. Joseph's health quickly took a turn for the worse as he became out of breath with every movement he made. Because joseph ate so much and didn't take care of his body his health failed and he passed away.,0
Police official warns all the drivers to follow rule for safe driving Tom and moody didn't follow rules and met with an accident Moody got injured heavily and hospitalized reason for not wearing seat belt,0
"Philip with his briefcase has been told by his boss that he has a lot of work to do today and that he must finish everything before he goes on vacation. Philip does his best to get everything done before the end of the day to catch the plane to the beach. After finishing his work on time, Philip is waiting for his beach vacation!",2
"A boy named sam got very sick one day. A really good doctor paid him a visit and knew what to do. After a lot of therapy, sam was able to run again.",0
The teacher's lesson on graphics for the test was confusing. Joe studied the lessons for the test all night. Joe found out the next day that he passed the exam,2
Amelia came to her friend trisha's house and she gave an amazing gift. Trisha felt really super excited and she saw calendar then only she realised her birthday. Trisha felt very happy and she was laughing very much at the time.,1
"Mike is in love with rachel and he started following her Rachel miss understood and got scared, she started running Police stops mike and arrested him",1
"Lisa's new friend likes to watch movies and pet her. Her new friend enjoys playing music, lisa loves to watch him play. Everyday, when lisa'a friend returns home, he brings her a new toy to play with and this makes her feel loved.",1
"When lily was a teenager she met the boy who she would eventually fall in love with and marry. When it was time to start their family, lily became pregnant, but she worried often about the baby's health. Lily gave birth to the baby and he was a happy, healthy child who ate well and loved to play.",1
Jennifer came out of the kitchen after leaving the stove on to watch TV in her living room. She was busy watching a program about a crime report. Your pressure cooker dangerously gave off steam that was left unattended on the stove in the kitchen for too long.,0
"Anbu promised to play football with his friend raj after school Anbu forgot his appointment with raj and watched tv After a long wait, raj came to anbu's house and got mad",1
Brad turned off his television because the picture wasn't that great. Brad tried his hardest to use tools to fix his television. Brad realized he could have a good time by playing the piano instead.,2
Tom has done lot of shopping for his new family. Rita is planning a grand welcome for her upcoming baby. They dream of a future where they will have a happy family and represent a pleasant place in her life.,1
The politician was celebrated by the crowd. People were running when the shots rang out. The politician is only dependent on life support so that his organs can be removed.,2
He wanted to be a soldier when he grew up He grew up and became a soldier. They sent him home in a body bag and buried him with full military honors,2
Sofia plan to take class for her students But she forget about the class and start eating. At last the principal scolded her about the class she forget to take,0
The man uses mobile to book ticket Aeroplane takes off The man sings well and wins the competition,1
"Jennifer has always dreamed of being a ballerina. When her birthday came on the 23rd, her mom gave her a big surprise! Her mom bought her a ballerina costume for her, so Jennifer rushed out of her house to start her practice.",2
Anne was eagerly waiting for 23rd of that month as it was her birthday. On 23rd she was getting ready as she invited her friends to come. She celebrated her birthday with her friends and was very much happy with the gifts she received.,1
"Sally prepared to get ready for thie first day of her new college Sally was a target of of a vindictive ex boyfriend a graduating class above her who spread nasty rumors about her Sally did not fit in and became a target of ridicule from other students, she left a week later as a result.",1
"Raheem's teacher is taking lessons for him. He doesn't focus on his studies. He always sits in the classroom and thinks about football. He doesn't listen to his homeroom teacher and continues to dream about football. On the day of the exam, he looks very nervous. He doesn't know the answer to the question. His dreams of football did not help him in the exams. He fails the exam.",2
Pinnochio was losing money playing poker because his friends could tell when he was bluffing. He was dealt the best hand in the deck and could not lose. He won back all the money he had lost and more on that hand.,1
Ben wasn't that popular in school and wanted to be more social. Ben joined the drama and debate club to know more people. He elected elected class president and got the lead role in the annual play.,1
"Peter was sick and had to stay in the hospital. He longed to play football again. His girlfriend Hannah, the ballerina, visited him and cheered him up!",0
"Marie was backpacking and came to a fork in the road. She decided to take the path that led through the forest. After some time traveling she met nick, the boy of her dreams.",1
Tanya went to emily's birthday party. Tanya gave emily a cheap gift she had bought. Tanya laughed at the gift because it was cheap and now emily feels bad for not spending more on her friend's present.,1
"Smith promised to play football with his friend sachin after school Smith forget his appointment with sachin and played keyboard After a long wait, sachin came to smith's house and got mad.",1
Billy was excited to be heading to the beach with his mom It started to storm so they had to turn around and head home They were almost home when they got in a car accident,0
Hannah's mother went shopping. Unfortunately she forgot her money at home. Her mother put the food back on the shelf while the clerk watched.,0
A mother and daughter go for a car ride. A distracted driver hits them head on. The doctor informs them that they both suffered a concussion as a result of the crash.,0
Dan wanted to buy a dog from mary because her father wanted to send it to the shelter. Mary was thankful that dan would take the dog. Dan had to tell mary he could not keep the dog and it would have to be taken to the shelter.,1
He was happy when he realized he was full after the first donut. He was happy that he was able to catch the pot before it had a chance to boil over. They all agreed fruit was the best option for dessert.,0
John is auditioning for a singing role. One of the judges laughs at john's audition. John is devastated and loses hope about his future singing career.,1
Lisa is very lonely feeling because her husband living to the abroad Her husband return to see the lisa but not tell wife lisa. Finealy she meet husband and she has no longer sad feel.,1
"Once upon a time there was a boy who was very sick at a young age. He was taken to a world famous doctor to find out why he was sick. The doctor found out what the boy was suffering from and healed him, and now the boy is happy and healthy.",0
"Josh was in a car accident and hospitalized and put on pain killers. He got addicted to the pain killers, and lost all motivation in life. He lost his job, his relationship, and home and ended up on the streets begging for money and food.",0
Arnold was feeling very sick as he was sweating and running a fever. Arnold went to see dr. thompson and was told that he was very sick and would need to be admitted to the hospital. Arnold was in the hospital for a couple of weeks and was diagnosed with a chronic condition with his lungs.,0
Jennifer came from the kitchen after keeping cooker on the stove to watch television in her living room. She was busy watching a program on crime report. Her pressure cooker spewed steam in a dangerous way that was left on the stove unmonitored for too long in the kitchen.,0
"Jennifer had always dreamed of being a ballerina. When her birthday arrived on 23rd, her mom had a great surprise for her! Her mom bought her a ballerina's costume, so jennifer ran excitedly out of the house to start practicing.",2
Johan played video game with his friends He has haedache so he loss appointment James wait long time for johan so he has angry with him,1
"Sarah got mad at her parents and ran away from home. The weather was cold, and a heavy snow storm started. Sarah got cold and sick and ended up in the hospital.",1
Jack was getting bullied due to his stammering problem He started seeing a speech therapist who advised him to take up singing. Jack is now a popular singer with many fans all over the world.,1
"Alyssa is a middle aged woman, pregnant with her first child. She went to the doctor for a routine prenatal checkup. Unfortunately, the baby had complications and had to be aborted.",0
"John walked to school one monday morning with his sister. At recess he got into an argument with the class bully, who beat him up. John laid on the ground while some of his classmates gathered around laughing at him.",0
"The cat, jacob, longed for going to the beach. He waited for his friend to come home from school. Then they went to the beach and had a great day!",1
"We wanted to create a hut our family could enjoy. The reality was too far away because I didn't have the money to make my wish come true. Over the next three years, the whole family helped and our dream became a reality.",2
